	-8.443072		-2.438476		-1.075247		-8.972635		-7.897388		-3.467884		2.065278		3.223760		-1.764427		-4.988186		-2.104160		0.201022		0.784105		-1.670962		-2.455068		-0.565522		-1.629525		-1.867000		-1.575914		0.291086		-0.588816		7.781581		-0.288321		-0.923185		-0.634864
	2.707215		-4.866016		0.333140		3.328860		2.995720		3.190283		-1.057046		5.938748		6.192721		0.253973		-1.794516		-8.323371		6.732475		2.243905		-4.488570		6.067637		1.876723		-2.588762		4.844054		7.432816		7.146027		-0.938874		-6.156132		4.460347		10.616480
	-0.124386		-5.983975		-2.040910		0.484317		2.525227		-1.097587		2.981607		-5.450401		-5.045962		0.404439		-0.387352		-2.364589		-6.417738		-3.218610		3.199128		4.348428		1.015172		-1.813479		3.508913		5.322392		5.866467		2.901917		8.770376		10.420046		1.649669
	9.018369		14.763284		-41.258090		-2.075333		39.182757		8.527309		14.347884		-22.927290		-0.686446		22.240843		3.612131		5.977286		-18.801143		-1.157262		17.643881		5.873646		3.829487		2.419941		10.255138		7.835197		1.796591		-3.250231		12.217886		10.774442		-1.443444
	1.560626		-2.335116		-35.872137		-14.971755		20.900382		3.737003		0.968661		-13.598158		-2.368233		11.229925		1.711268		2.380388		-20.742462		-9.701749		11.040713		4.442611		-0.586328		-11.427777		0.715197		12.142973		6.494776		7.233151		-26.479151		-8.806816		17.672334
	11.283682		-0.012529		26.315385		26.416688		0.101303		6.163556		-1.503761		9.011467		14.225358		5.213892		4.888477		-4.005156		-0.342461		11.464776		11.807236		14.178411		4.991917		-4.795704		15.744335		20.540039		5.809437		-8.258998		30.054385		27.577450		-2.476934
	15.685736		-13.068957		9.843513		19.434669		9.591156		1.249049		1.216266		15.978080		9.610604		-6.367475		0.360164		4.018933		2.863583		2.271854		-0.591729		11.908996		2.020073		-1.071582		11.826367		12.897949		2.951015		16.303056		41.298050		25.996567		-15.301483
	23.236524		-8.122304		-25.847760		3.281144		29.128904		17.626158		-4.669151		9.914413		25.263984		15.349571		5.078223		-5.650640		7.991247		9.473499		1.482252		19.657663		-6.611937		7.751890		25.147601		17.395710		25.566920		-13.821467		31.817003		47.172780		15.355777
	16.284310		13.685618		3.074739		12.103648		9.028909		-1.073814		4.878238		-3.250372		-5.601806		-2.351434		-0.800439		2.052020		1.198131		-1.994189		-3.192320		4.116679		7.708824		8.194758		2.505274		-5.689483		13.629719		8.315296		-4.068414		10.049295		14.117710
	-3.402387		12.754272		-23.327342		-18.062136		5.265206		-0.177598		-1.521693		-16.227662		-8.909891		7.317771		-0.366462		-8.836091		-5.390290		-2.266802		3.123488		-2.197459		5.299167		-10.991482		-8.901886		2.089595		1.329886		4.240636		-17.737538		-8.797809		8.939729
	11.674784		13.990881		-2.085609		8.097842		10.183451		5.614818		1.239413		10.653752		11.146479		0.492727		4.817375		1.865912		-1.522087		5.889329		7.411416		4.158765		6.700168		19.095656		7.427661		-11.667995		10.201265		4.749829		8.080779		14.945705		6.864927
	1.143814		-12.146453		-37.822628		-19.111558		18.711070		-13.778847		-2.314293		-13.057076		-21.375806		-8.318730		-6.011506		-12.823087		-17.640999		-14.228315		3.412685		5.379423		-11.288690		0.732175		8.378635		7.646461		2.848945		-7.152254		-0.877452		3.845409		4.722861
	3.160660		3.297527		-24.871697		-12.018133		12.853564		-0.435293		-7.973858		-5.381596		-4.515536		0.866060		9.029688		-0.916878		-8.130038		3.895562		12.025600		-0.708557		-2.909379		10.169367		5.407176		-4.762191		5.387264		-4.194053		18.905895		16.897877		-2.008018
	18.179043		16.167789		-29.176452		3.006051		32.182503		17.514113		21.137977		-27.692431		2.062627		29.755058		19.248824		12.186917		-31.777608		3.379917		35.157526		11.985402		12.522583		-14.824096		3.840089		18.664185		26.488471		5.371067		-28.967615		13.579166		42.546781
	2.676080		-2.468232		19.441348		14.032565		-5.408782		-0.674125		2.772393		14.300860		0.920539		-13.380320		3.968754		4.229067		10.743098		6.407649		-4.335449		4.159570		4.338834		11.618890		6.944869		-4.674021		4.557357		0.879880		24.201664		15.588055		-8.613610
	10.706143		-7.552692		2.956649		11.862368		8.905718		7.452063		-5.885489		-6.930711		2.690634		9.621344		1.275446		-0.005937		3.558246		3.487315		-0.070931		5.230608		-4.185213		16.004339		14.601010		-1.403330		0.910720		-2.047661		-5.496007		-2.654394		2.841613
	2.953305		4.375614		8.863393		5.917031		-2.946363		-6.043933		0.393887		4.244735		-4.565094		-8.809829		-5.367207		-0.041376		-3.708620		-6.731794		-3.023174		2.208571		-0.916399		-1.752642		1.697470		3.450112		1.391403		7.180876		4.786858		2.611360		-2.175498
	9.640304		-2.503623		-30.345607		-3.517793		26.827814		6.230960		-2.806022		-14.850663		0.414022		15.264685		3.506081		-3.953313		-14.233626		-2.048200		12.185425		5.519556		-0.019812		-9.288909		1.555261		10.844170		3.834789		-4.529121		0.898803		6.155922		5.257120
	-1.829218		4.522578		1.263851		-3.317928		-4.581778		3.358915		8.609592		-1.850153		-0.022042		1.828110		4.032701		3.348211		-7.235024		0.823369		8.058394		8.878335		15.951651		2.806705		5.279723		2.473018		7.027484		6.825750		-5.652425		3.539712		9.192137
	13.040228		18.788881		25.336428		17.973078		-7.363350		8.301664		22.774260		25.732216		10.650631		-15.081585		7.733823		15.078842		18.898761		10.346739		-8.552023		10.986700		7.173601		31.409308		24.008971		-7.400338		-8.943424		17.473193		47.085581		2.826981		-44.258600
	12.561868		-5.332496		5.384509		15.752072		10.367563		12.415398		-2.790026		25.970962		29.226861		3.255899		10.822648		-4.751415		13.918381		19.454714		5.536333		7.936530		-5.786341		17.542988		18.485703		0.942715		14.103547		0.593742		14.809875		24.432434		9.622559
	-1.578533		-2.725407		10.832370		3.743760		-7.088610		0.825729		0.312879		-0.674734		0.525156		1.199890		2.880500		-0.340292		0.065335		3.478421		3.413086		2.093120		-1.109552		-3.676868		1.271833		4.948701		5.650314		6.809430		23.720653		14.291560		-9.429093
	6.274676		-5.002618		-17.544704		-1.815724		15.728980		6.200308		-0.576461		-6.714672		3.234270		9.948941		4.937967		0.090622		-23.378270		-5.095477		18.282793		11.477907		-5.742279		-36.014386		-4.766376		31.248009		22.211747		-16.867385		-13.742225		14.679211		28.421436
	2.660778		8.486453		-4.439620		1.107785		5.547405		1.278959		-0.948325		-7.648077		-2.859681		4.788396		2.653975		4.791742		-4.750875		0.584273		5.335148		4.780616		6.398410		-9.875775		0.217020		10.092795		4.283145		5.091939		17.430413		14.156509		-3.273903
	0.720206		1.559829		-3.589165		-1.592258		1.996907		4.088832		5.828411		-8.622265		-1.555399		7.066866		3.525759		3.692236		-4.927054		0.248285		5.175339		8.687495		-2.988725		6.904857		13.195729		6.290873		6.527031		9.546626		11.820502		13.226278		1.405776
	-7.168740		3.223921		9.562871		-1.736519		-11.299390		-3.656907		3.897018		1.596125		-2.760394		-4.356519		-4.095375		3.282371		-0.663423		-4.478994		-3.815571		10.340522		3.721463		6.530264		13.989941		7.459677		5.308709		6.491328		-8.420276		0.469565		8.889841
	10.833693		1.186198		-13.571977		4.740700		18.312677		2.806981		4.516989		-4.367788		1.657184		6.024973		4.181292		6.109816		-5.324530		2.973520		8.298050		-1.914281		2.214060		-0.206984		-1.722480		-1.515496		3.993275		3.154839		15.637403		13.086717		-2.550686
	15.244268		18.301496		0.218226		11.458303		11.240077		10.575823		13.545163		-11.271250		4.692034		15.963284		7.241119		8.631830		-12.675136		2.575427		15.250563		12.593987		20.423968		-2.502436		4.411186		6.913622		11.363142		13.910815		-16.333625		4.296051		20.629676
	-9.936453		-1.553141		-1.514594		-11.029366		-9.514772		7.498613		2.210563		3.347578		8.825248		5.477670		8.838335		0.413630		1.352784		10.272015		8.919231		9.420854		5.811548		-4.583228		6.300675		10.883903		14.170904		-0.894674		-0.901260		15.870448		16.771708
	-0.241342		-13.602852		-1.080688		-2.012368		-0.931680		3.033843		-2.960750		-0.204116		2.683089		2.887205		-0.938543		-4.769601		0.871640		-1.007838		-1.879478		2.185150		-0.139008		-3.675677		0.471789		4.147466		10.011250		-4.535674		-5.483904		7.117336		12.601240
	2.822048		6.362601		-2.657612		-0.139818		2.517794		-1.549921		-0.683592		-11.139381		-7.459509		3.679872		1.908461		1.119743		-10.051459		-3.289607		6.761852		-0.228902		0.065357		-11.801391		-6.441825		5.359567		8.130323		13.113067		-7.891278		1.184120		9.075398
	5.006361		-4.733524		-4.641444		6.370054		11.011498		3.451293		1.995315		-9.064649		-0.797871		8.266778		6.027005		7.655253		2.712730		5.057394		2.344664		4.157814		-5.262893		1.935106		8.586633		6.651527		18.574815		12.795363		-0.894011		16.787807		17.681819
	-2.673201		-6.293298		-10.096097		-2.583294		7.512803		-1.615411		0.655807		-10.758626		-5.673618		5.085007		-2.057014		3.137280		-4.269659		-6.373113		-2.103453		1.938179		-1.416207		-8.187611		1.917049		10.104660		3.637806		-0.061277		-16.244984		1.616538		17.861522
	5.954786		3.242586		10.378033		9.708732		-0.669301		1.265729		1.689414		6.813103		2.442046		-4.371057		3.445092		-0.407533		1.333871		6.421081		5.087211		1.410831		0.446299		12.334255		5.359338		-6.974917		5.806730		-5.372170		12.552047		17.937244		5.385198
	-11.750847		-12.420187		-3.229644		-10.833139		-7.603496		-3.838777		-5.398742		-5.730083		-6.581049		-0.850966		-10.014738		-10.607794		-5.702271		-11.467775		-5.765505		-0.981011		-7.335721		5.006559		5.637314		0.630754		-7.918304		-5.582000		8.572009		-0.156801		-8.728810
	20.303760		6.245913		43.602157		45.153925		1.551768		12.917030		-7.887171		14.680286		21.278548		6.598262		14.432093		-18.293785		-4.763865		11.990397		16.754262		5.673488		-20.355928		-46.402037		-20.974712		25.427325		2.607147		0.100992		3.388719		4.567043		1.178324
